Part 135 Certificate Holder Name,Certificate Designator,CFR,FAA Certificate Holding District Office,Registration Number,Serial Number,Aircraft Make/Model/Series,Manufacturer
"Empire Airlines, Inc.",COEA,121/135,WP39 - Pacific CMO (PAC CMO),N775FE,C208B0272,CE-208-B,Cessna
"Empire Airlines, Inc.",COEA,121/135,WP39 - Pacific CMO (PAC CMO),N756FX,C208B0532,CE-208-B,Cessna
"Empire Airlines, Inc.",COEA,121/135,WP39 - Pacific CMO (PAC CMO),N767FX,408-0026,CE-408,Cessna
"Empire Airlines, Inc.",COEA,121/135,WP39 - Pacific CMO (PAC CMO),N759FX,408-0015,CE-408,Cessna
"Empire Airlines, Inc.",COEA,121/135,WP39 - Pacific CMO (PAC CMO),N757FX,408-0013,CE-408,Cessna
"Empire Airlines, Inc.",COEA,121/135,WP39 - Pacific CMO (PAC CMO),N953FE,C208B0062,CE-208-B,Cessna
"Empire Airlines, Inc.",COEA,121/135,WP39 - Pacific CMO (PAC CMO),N738FX,408-0007,CE-408,Cessna
"Empire Airlines, Inc.",COEA,121/135,WP39 - Pacific CMO (PAC CMO),N734FX,408-0006,CE-408,Cessna
"Empire Airlines, Inc.",COEA,121/135,WP39 - Pacific CMO (PAC CMO),N708FX,408-0004,CE-408,Cessna
"Empire Airlines, Inc.",COEA,121/135,WP39 - Pacific CMO (PAC CMO),N983FE,C208B0113,CE-208-B,Cessna
"Empire Airlines, Inc.",COEA,121/135,WP39 - Pacific CMO (PAC CMO),N981FE,208B0110,CE-208-B,Cessna
"Empire Airlines, Inc.",COEA,121/135,WP39 - Pacific CMO (PAC CMO),N976FE,C208B0103,CE-208-B,Cessna
"Empire Airlines, Inc.",COEA,121/135,WP39 - Pacific CMO (PAC CMO),N965FE,C208B0084,CE-208-B,Cessna
"Empire Airlines, Inc.",COEA,121/135,WP39 - Pacific CMO (PAC CMO),N957FE,C208B0070,CE-208-B,Cessna
"Empire Airlines, Inc.",COEA,121/135,WP39 - Pacific CMO (PAC CMO),N956FE,C208B0068,CE-208-B,Cessna
ENCORE JET MANAGEMENT LLC,3N0A,135,SW17 - San Antonio (SAT),N910DF,650-0081,CE-650-650,Cessna
Enterprise Products Company,9EPA,135,SW09 - Houston (HOU),N55EP,680-0571,CE-680-680,Cessna
Equinox Air LLC,J0FA,135,AL05 - Juneau (JNU),N185NH,18501609,CE-185-A185E,Cessna
"ERIN AIR, INC.",GHIA,135,NM01 - Seattle (SEA),N880P,560XL-5364,CE-560-560XL,Cessna
"ERIN AIR, INC.",GHIA,135,NM01 - Seattle (SEA),N187CR,750-0119,CE-750-750,Cessna
"ERIN AIR, INC.",GHIA,135,NM01 - Seattle (SEA),N138SP,750-0138,CE-750-750,Cessna
"ERIN AIR, INC.",GHIA,135,NM01 - Seattle (SEA),N1MM,560-5669,CE-560-560XLS,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N782JS,525B0090,CE-525B-525B,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N785JS,525B0274,CE-525B-525B,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N794JS,525B0113,CE-525B-525B,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N780JS,525B0043,CE-525B-525B,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N799JS,525B0649,CE-525B-525B,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N755JG,560-5302,CE-560-560XL,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N774JS,525B0388,CE-525B-525B,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N770JS,525B0357,CE-525B-525B,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N753JS,525B0100,CE-525B-525B,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N752JS,525B0228,CE-525B-525B,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N751JS,525B0413,CE-525B-525B,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N749JS,525B0708,CE-525B-525B,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N801JS,560-5075,CE-560-560XL,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N214PW,20736,BD-100-1A10,Bombardier
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N827JS,560-5116,CE-560-560XL,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N830JS,560-5274,CE-560-560XL,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N832JS,560-5070,CE-560-560XL,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N833JS,560-5107,CE-560-560XL,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N857JS,560-5608,CE-560-560XLS,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N834JS,560-5179,CE-560-560XL,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N836JS,560-5186,CE-560-560XL,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N837JS,560-5164,CE-560-560XL,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N838JS,560-5237,CE-560-560XL,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N852JS,560-5566,CE-560-560XLS,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N835JS,560-5813,CE-560-560XLS,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N824JS,560-5536,CE-560-560XLS,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N839JS,560-5356,CE-560-560XL,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N840JS,560-5282,CE-560-560XL,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N938JS,680-0211,CE-680-680,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N841JS,560-5253,CE-560-560XL,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N842JS,560-5200,CE-560-560XL,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N843JS,560-5343,CE-560-560XL,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N844JS,560-5344,CE-560-560XL,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N845JS,560-5180,CE-560-560XL,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N846JS,560-5355,CE-560-560XL,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N942JS,680-0033,CE-680-680,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N943JS,680-0046,CE-680-680,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N847JS,560-5320,CE-560-560XL,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N851JS,560-5111,CE-560-560XL,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N853JS,560-5352,CE-560-560XL,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N855JS,560-5064,CE-560-560XL,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N950JS,680-0120,CE-680-680,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N856JS,560-5040,CE-560-560XL,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N980JS,750-0163,CE-750-750,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N928JS,750-0136,CE-750-750,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N810JS,560-5630,CE-560-560XLS,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N869JS,560-5159,CE-560-560XL,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N860JS,560-5154,CE-560-560XL,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N945JS,750-0258,CE-750-750,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N956JS,750-0112,CE-750-750,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N864JS,560-5242,CE-560-560XL,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N868JS,560-5152,CE-560-560XL,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N867JS,560-5292,CE-560-560XL,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N979JS,750-0225,CE-750-750,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N865JS,560-5283,CE-560-560XL,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N803JS,560-5272,CE-560-560XL,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N764JS,560-0776,CE-560-ENCORE+,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N789JS,560-0801,CE-560-ENCORE+,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N744JS,525B0304,CE-525B-525B,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N743JS,525B0707,CE-525B-525B,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N739JS,525B0045,CE-525B-525B,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N736JS,525B0023,CE-525B-525B,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N735JS,525B0706,CE-525B-525B,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N730JS,525B0270,CE-525B-525B,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N720JS,525B0130,CE-525B-525B,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N715JS,525B0705,CE-525B-525B,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N714JS,525B0720,CE-525B-525B,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N707JS,525B0719,CE-525B-525B,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N702JS,525B0704,CE-525B-525B,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N701JS,525B0607,CE-525B-525B,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N830GG,680-0200,CE-680-680,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N890JS,560-6065,CE-560-560XLS+,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N848JS,560-6059,CE-560-560XLS+,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N828JS,560-6076,CE-560-560XLS+,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N875JS,560-5658,CE-560-560XLS,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N823JS,560-5265,CE-560-560XL,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N821JS,560-5008,CE-560-560XL,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N809JS,560-5094,CE-560-560XL,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N863JS,560-5512,CE-560-560XLS,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N932JS,680-0135,CE-680-680,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N859JS,560-5528,CE-560-560XLS,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N592GB,525B0092,CE-525B-525B,Cessna
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N393JS,20282,BD-100-1A10,Bombardier
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N390JS,20620,BD-100-1A10,Bombardier
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N300HQ,20455,BD-100-1A10,Bombardier
EXCLUSIVE JETS LLC,3EJA,135,EA39 - Greensboro (GSO),N807JS,560-5354,CE-560-560XL,Cessna
"Exec 1 Aviation, Inc.",X1AA,135,GL15 - Minneapolis (MSP),N158EC,0186,LR-45-45,Bombardier (Learjet)
Exec Air Montana LLC,EFUA,135,NM05 - Helena (HLN),N90WA,028,LR-31-31,Bombardier (Learjet)
Exec Air Montana LLC,EFUA,135,NM05 - Helena (HLN),N4403A,340A1014,CE-340-A,Cessna
"ExecuJet Charter Service, Inc.",EV7A,135,SO35 - Tampa (TPA),N910SC,144,DASSAULT-FALCON-900B,Dassault
EXECUTIVE AIR CHARTER OF BOCA RATON,FOMA,135,SO19 - Miami (MIA FSDO),N200JB,20843,BD-100-1A10,Bombardier
EXECUTIVE AIR CHARTER OF BOCA RATON,FOMA,135,SO19 - Miami (MIA FSDO),N358MH,20680,BD-100-1A10,Bombardier
EXECUTIVE AIR CHARTER OF BOCA RATON,FOMA,135,SO19 - Miami (MIA FSDO),N723JM,20418,BD-100-1A10,Bombardier
EXECUTIVE AIR CHARTER OF BOCA RATON,FOMA,135,SO19 - Miami (MIA FSDO),N423JL,60138,BD-700-1A10,Bombardier
EXECUTIVE AIR CHARTER OF BOCA RATON,FOMA,135,SO19 - Miami (MIA FSDO),N724MF,9457,BD-700-1A11,Bombardier
EXECUTIVE AIR CHARTER OF BOCA RATON,FOMA,135,SO19 - Miami (MIA FSDO),N51ND,560-0364,CE-500-560,Cessna
EXECUTIVE AIR CHARTER OF BOCA RATON,FOMA,135,SO19 - Miami (MIA FSDO),N123CJ,525B-0149,CE-525-525B,Cessna
EXECUTIVE AIR CHARTER OF BOCA RATON,FOMA,135,SO19 - Miami (MIA FSDO),N258GC,6076,CL-600-2B16 (CL-604),Bombardier
EXECUTIVE AIR CHARTER OF BOCA RATON,FOMA,135,SO19 - Miami (MIA FSDO),N605JP,5919,CL-600-2B16 (CL-604),Bombardier
Executive Air Taxi Corporation,CTYA,135,GL21 - Fargo (FAR),N986JC,RC-35,HAWKER-4000,Hawker
Executive Air Taxi Corporation,CTYA,135,GL21 - Fargo (FAR),N53474,C172S9376,CE-172-S,Cessna
Executive Air Taxi Corporation,CTYA,135,GL21 - Fargo (FAR),N816LX,258363,BEECH-HAWKER-800XP,Hawker
Executive Air Taxi Corporation,CTYA,135,GL21 - Fargo (FAR),N880PL,258380,HAWKER-800XP-800XP,Hawker
Executive Air Taxi Corporation,CTYA,135,GL21 - Fargo (FAR),N220PF,258542,HAWKER-800XP-800XP,Hawker
"Executive Air Transport, Inc.",ECJA,135,GL09 - Grand Rapids (GRR),N5293J,414A0857,CE-414-A,Cessna
EXECUTIVE AVIATION CORPORATION,E2HA,135,SO19 - Miami (MIA FSDO),N511WW,HB-11,HAWKER-750-750,Hawker
EXECUTIVE AVIATION CORPORATION,E2HA,135,SO19 - Miami (MIA FSDO),N905WR,HB-19,HAWKER-750-750,Hawker
EXECUTIVE AVIATION CORPORATION,E2HA,135,SO19 - Miami (MIA FSDO),N800UW,258395,HAWKER-800XP-800XP,Hawker
EXECUTIVE AVIATION CORPORATION,E2HA,135,SO19 - Miami (MIA FSDO),N850UX,258632,HAWKER-800XP-800XP,Hawker
EXECUTIVE AVIATION CORPORATION,E2HA,135,SO19 - Miami (MIA FSDO),N850XM,258426,HAWKER-800XP-800XP,Hawker
EXECUTIVE AVIATION CORPORATION,E2HA,135,SO19 - Miami (MIA FSDO),N900KG,258813,HAWKER-850XP,Hawker
EXECUTIVE AVIATION CORPORATION,E2HA,135,SO19 - Miami (MIA FSDO),N1776C,HA-0002,HAWKER-900XP-900XP,Hawker
EXECUTIVE AVIATION GROUP LLC,189A,135,SO09 - Alabama & NW Florida (BHM),N377CM,510-0445,CE-510-510,Cessna
Executive Aviation LLC,7RRA,135,WP07 - Scottsdale (SDL),N320ME,172S8565,CE-172-S,Cessna
"EXECUTIVE AVIATION SERVICES Mgmt, LLC",EV4A,135,SW11 - Little Rock (LIT),N686TX,258686,HAWKER-800XP-800XP,Hawker
"Executive Flight Services, LLC",E07A,135,CE07 - Wichita (ICT),N724AS,20916,BD-100-1A10,Bombardier
"Executive Flight Services, LLC",E07A,135,CE07 - Wichita (ICT),N723AS,20915,BD-100-1A10,Bombardier
"Executive Flight Services, LLC",E07A,135,CE07 - Wichita (ICT),N722AS,20908,BD-100-1A10,Bombardier
"Executive Flight Services, LLC",E07A,135,CE07 - Wichita (ICT),N719AS,20883,BD-100-1A10,Bombardier
"Executive Flight Services, LLC",E07A,135,CE07 - Wichita (ICT),N718AS,20889,BD-100-1A10,Bombardier
"Executive Flight Services, LLC",E07A,135,CE07 - Wichita (ICT),N717AS,20879,BD-100-1A10,Bombardier
"Executive Flight Services, LLC",E07A,135,CE07 - Wichita (ICT),N487JA,20439,BD-100-1A10,Bombardier
"Executive Flight Services, LLC",E07A,135,CE07 - Wichita (ICT),N300ER,20428,BD-100-1A10,Bombardier
"Executive Flight Services, LLC",E07A,135,CE07 - Wichita (ICT),N212LT,560-6124,CE-560-560XLS+,Cessna
"Executive Flight Services, LLC",E07A,135,CE07 - Wichita (ICT),N817BZ,560-5742,CE-560-560XLS,Cessna
"Executive Flight Services, LLC",E07A,135,CE07 - Wichita (ICT),N315VE,560-5823,CE-560-560XLS,Cessna
"Executive Flight Services, LLC",E07A,135,CE07 - Wichita (ICT),N690TX,560-5290,CE-560-560XL,Cessna
"Executive Flight Services, LLC",E07A,135,CE07 - Wichita (ICT),N729JE,RC-32,HAWKER-4000,Hawker
"Executive Flight Services, LLC",E07A,135,CE07 - Wichita (ICT),N322BT,45-363,LR-45-45,Bombardier (Learjet)
"Executive Flight Services, LLC",E07A,135,CE07 - Wichita (ICT),N729JF,20969,BD-100-1A10,Bombardier
"Executive Flight Services, LLC",E07A,135,CE07 - Wichita (ICT),N730AS,20948,BD-100-1A10,Bombardier
"Executive Flight Services, LLC",E07A,135,CE07 - Wichita (ICT),N732AS,20956,BD-100-1A10,Bombardier
"Executive Flight Services, LLC",E07A,135,CE07 - Wichita (ICT),N741AS,20979,BD-100-1A10,Bombardier
"Executive Flight Services, LLC",E07A,135,CE07 - Wichita (ICT),N751AS,21043,BD-100-1A10,Bombardier
"Executive Flight Services, LLC",E07A,135,CE07 - Wichita (ICT),N815CX,20437,BD-100-1A10,Bombardier
"Executive Flight Services, LLC",E07A,135,CE07 - Wichita (ICT),N960GR,20080,BD-100-1A10,Bombardier
"Executive Flight Services, LLC",E07A,135,CE07 - Wichita (ICT),N1226,9737,BD-700-1A11,Bombardier
"Executive Flight Services, LLC",E07A,135,CE07 - Wichita (ICT),N51CA,560-5234,CE-560-560XL,Cessna
"Executive Flight Services, LLC",E07A,135,CE07 - Wichita (ICT),N560SG,560-5308,CE-560-560XL,Cessna
"Executive Flight Services, LLC",E07A,135,CE07 - Wichita (ICT),N607TX,560-5340,CE-560-560XL,Cessna
"Executive Fliteways, Inc.",AOQA,135,EA11 - Farmingdale (FRG),N506BA,115,DASSAULT-FALCON-7X,Dassault
"Executive Fliteways, Inc.",AOQA,135,EA11 - Farmingdale (FRG),N214DV,50-350,DASSAULT-FALCON-50EX,Dassault
"Executive Fliteways, Inc.",AOQA,135,EA11 - Farmingdale (FRG),N451BD,60-297,LR-60-60,Bombardier (Learjet)
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N275MX,579,LR-45-75,Bombardier (Learjet)
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N4DA,604,LR-45-75,Bombardier (Learjet)
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N23BE,78,DASSAULT-FALCON-2000EX,Dassault
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N531JD,135,DASSAULT-FALCON-2000EX,Dassault
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N307JW,20093,BD-100-1A10,Bombardier
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N54YR,333,DASSAULT-FALCON-50EX,Dassault
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N194W,194,DASSAULT-FALCON-7X,Dassault
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N263A,263,DASSAULT-FALCON-7X,Dassault
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N302FJ,084,DASSAULT-FALCON-7X,Dassault
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N318CE,444,DASSAULT-FALCON-7X,Dassault
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N577CF,145,DASSAULT-FALCON-7X,Dassault
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N626Z,170,DASSAULT-FALCON-7X,Dassault
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N322FJ,322,DASSAULT-FALCON-900EX,Dassault
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N313JL,192,DASSAULT-FALCON-900EX,Dassault
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N115KG,328,DASSAULT-FALCON-900EX,Dassault
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N993XZ,216,DASSAULT-FALCON-7X,Dassault
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N777XV,125,DASSAULT-FALCON-7X,Dassault
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N703MD,73,DASSAULT-FALCON-7X,Dassault
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N29CG,5642,CL-604-604,Bombardier
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N888GB,5771,CL-600-2B16,Bombardier
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N832SC,6189,CL-600-2B16,Bombardier
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N736MG,5902,CL-600-2B16,Bombardier
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N716JR,5847,CL-600-2B16,Bombardier
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N650DW,6208,CL-600-2B16,Bombardier
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N605DD,5871,CL-600-2B16,Bombardier
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N57MH,5842,CL-600-2B16,Bombardier
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N200LS,5911,CL-600-2B16,Bombardier
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N110CP,6211,CL-600-2B16,Bombardier
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N216CR,700-0122,CESSNA-700,Cessna
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N1WP,700-0020,CESSNA-700,Cessna
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N797CX,750-0297,CE-750-750,Cessna
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N577JC,750-0122,CE-750-750,Cessna
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N299CX,750-0299,CE-750-750,Cessna
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N7131V,680A0393,CE-680A,Cessna
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N615AC,680A0128,CE-680A,Cessna
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N393JE,680A0303,CE-680A,Cessna
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N304LH,680A0304,CE-680A,Cessna
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N81NT,680-0305,CE-680,Cessna
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N777UT,680-0048,CE-680,Cessna
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N680KJ,680-0521,CE-680,Cessna
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N377QS,680-0187,CE-680,Cessna
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N163R,680-0163,CE-680,Cessna
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N101FC,680-0136,CE-680,Cessna
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N999CX,560-5767,CE-500-560XL,Cessna
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N913CL,560-5718,CE-500-560XL,Cessna
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N790TX,560-5790,CE-500-560XL,Cessna
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N988RS,258598,BEECH-HAWKER-800XP,Hawker
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N345XB,5631,CL-604-604,Bombardier
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N500PG,5663,CL-604-604,Bombardier
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N79CG,5576,CL-604-604,Bombardier
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N325WJ,20449,BD-100-1A10,Bombardier
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N347FZ,20681,BD-100-1A10,Bombardier
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N350XX,20019,BD-100-1A10,Bombardier
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N352JM,20522,BD-100-1A10,Bombardier
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N357CZ,20597,BD-100-1A10,Bombardier
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N45MX,21007,BD-100-1A10,Bombardier
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N290CH,20029,BD-100-1A10,Bombardier
"Executive Jet Management, Inc.",CWQA,135,GL05 - Cincinnati (CVG),N272BQ,20600,BD-100-1A10,Bombardier
